type,timestamp,tsUs/bigTs,field1,field2,field3,field4_or_sat
0,1747220766,,57.68931579589844,11.978676795959473,64.19999694824219,0.9704479575157166,3
1,1747220766,8658,-0.53515625,-0.078125,9.6484375
1,1747220766,14991,-0.49609375,-0.0390625,9.6484375
1,1747220766,19719,-0.49609375,-0.0390625,9.6484375
1,1747220766,25760,-0.53515625,0.0,9.6484375
1,1747220766,34656,-0.57421875,-0.0390625,9.65234375
1,1747220766,41054,-0.53515625,-0.0390625,9.6484375
1,1747220766,51769,-0.57421875,-0.078125,9.65234375
2,1747220766,57935,0.0,0.0,0.0
1,1747220766,61891,-0.57421875,-0.11328125,9.6875
1,1747220766,65156,-0.53515625,-0.11328125,9.58203125
1,1747220766,74057,-0.57421875,-0.11328125,9.8828125
1,1747220766,81083,-0.61328125,-0.15234375,9.921875
1,1747220766,91359,-0.61328125,-0.11328125,9.609375
1,1747220766,95576,-0.57421875,-0.078125,9.7265625
1,1747220766,104973,-0.57421875,-0.11328125,9.76953125
2,1747220766,107966,0.001953125,-0.00390625,0.0
3,1747220766,110867,-0.00518798828125,0.0277099609375,0.00018310546875,0.99957275390625
1,1747220766,114795,-0.53515625,-0.078125,9.46484375
1,1747220766,119336,-0.49609375,-0.078125,9.6484375
1,1747220766,131400,-0.49609375,-0.11328125,9.765625
1,1747220766,135627,-0.49609375,-0.078125,9.6484375
1,1747220766,144516,-0.4609375,-0.11328125,9.609375
1,1747220766,152582,-0.421875,-0.078125,9.5390625
2,1747220766,158761,0.001953125,0.001953125,-0.001953125
1,1747220766,176926,-0.49609375,-0.11328125,9.58203125
1,1747220766,181871,-0.53515625,-0.11328125,9.69140625
1,1747220766,185043,-0.57421875,-0.11328125,9.76953125
1,1747220766,189549,-0.57421875,-0.11328125,9.80859375
1,1747220766,200290,-0.57421875,-0.11328125,9.65234375
1,1747220766,205638,-0.57421875,-0.11328125,9.6875
2,1747220766,208130,0.0,0.001953125,0.0
3,1747220766,212494,-0.005126953125,0.02777099609375,0.00018310546875,0.99957275390625
1,1747220766,215699,-0.57421875,-0.11328125,9.7265625
1,1747220766,222786,-0.57421875,-0.078125,9.6875
1,1747220766,230747,-0.57421875,-0.078125,9.6875
1,1747220766,237742,-0.53515625,-0.078125,9.73046875
1,1747220766,246106,-0.57421875,-0.0390625,9.6875
1,1747220766,253416,-0.49609375,-0.078125,9.609375
2,1747220766,258407,-0.00390625,0.001953125,0.0
1,1747220766,262340,-0.49609375,-0.078125,9.609375
1,1747220766,271374,-0.53515625,-0.078125,9.6484375
1,1747220766,276909,-0.53515625,-0.11328125,9.73046875
1,1747220766,285311,-0.49609375,-0.15234375,9.69140625
1,1747220766,293533,-0.53515625,-0.15234375,9.6484375
1,1747220766,301957,-0.57421875,-0.19140625,9.88671875
2,1747220766,309282,-0.00390625,-0.001953125,0.0
1,1747220766,314637,-0.53515625,-0.19140625,9.7265625
1,1747220766,317240,-0.53515625,-0.11328125,9.6484375
