timestamp,speed,acceleration,gradient,acc_x,acc_y,acc_z,jerk,turning_rate,energy_factor,driver_cluster
1747221649.0,2.579836,-187.052,-0.5005948121666026,-1.265625,-0.652344,9.613281,0.0,0.015625,206858997.10794833,1
1747221650.0,2.255736,-324.0999999999996,-0.8585856624402262,-1.074219,-0.652344,9.613281,0.0,0.025391,206754129.25403306,1
1747221651.0,2.737256,481.5199999999997,-0.29811316283826594,-1.339844,-0.804688,9.613281,0.0,0.046875,207610790.808474,1
1747221652.0,2.20388,-533.3760000000001,-0.6706066277993807,-1.339844,-0.726562,9.609375,0.0,0.119141,206569952.61908415,1
1747221653.0,1.868668,-335.2119999999998,-0.05986117363704476,-1.492188,-0.460938,9.578125,0.0,0.111328,206803305.6705141,1
1747221654.0,1.505676,-362.99199999999996,0.0,-1.417969,-0.574219,9.652344,0.0,0.037109,206837014.44385257,1
1747221655.0,0.863032,-642.644,0.0,-1.339844,-0.652344,9.609375,0.0,0.041016,206833616.10717744,1
1747221656.0,0.251872,-611.16,0.0,-1.148438,-0.691406,9.609375,0.0,0.027344,207000537.06168514,1
1747221657.0,0.566712,314.84,0.0,-1.1875,-0.765625,9.652344,0.0,0.042969,207139036.1669342,1
1747221658.0,0.85192,285.208,0.0,-1.339844,-0.652344,9.648438,0.0,0.046875,207165947.48982117,1
1747221659.0,0.485224,-366.696,0.0,-1.226562,-0.726562,9.648438,0.0,0.03125,206990551.29211843,1
1747221660.0,0.533376,48.15199999999997,0.0,-1.265625,-0.726562,9.726562,0.0,0.048828,207075392.52656025,1
1747221661.0,0.005556,-527.8199999999999,0.0,-1.300781,-0.84375,9.6875,0.0,0.009766,207063441.27443025,1
1747221662.0,0.06482,59.264,-0.12679175855180108,-1.53125,-0.804688,9.609375,0.0,0.007812,207066233.59450096,1
1747221663.0,1.140832,1076.012,-0.5588383944797066,-2.105469,-1.226562,9.542969,0.0,0.130859,207573919.700529,1
1747221664.0,4.513324,3372.4919999999997,-0.16765570979511757,-1.339844,-1.300781,9.5,0.0,0.267578,213403995.28159362,2
